ID_Ocorrencia,Data_Hora,Tipo_Desordem,Local_Desordem,Latitude,Longitude,Periodo_Dia,Nivel_Severidade,Status_Ocorrencia,Observacoes,Risco_Previsao
dca7c2f6-8b26-47b8-9c5e-ad3b1a9c4a60,2024-12-23 02:20:56,Vandalismo,Praça Central,-23.6078885525362,-46.27287662173855,Manhã,Alta,Cancelada,Deserunt sunt illo aspernatur a voluptatem voluptatibus.,1
a9191651-d10c-40f9-938d-b7479cc8f892,2025-05-20 09:41:27,Lixo Acumulado,Parque Urbano,-23.33557455465101,-46.35698129018347,Manhã,Média,Resolvida,Omnis consectetur consequatur praesentium odio.,0
5bc913d3-2fc7-4231-bdd7-fb280b39c87c,2025-05-09 04:20:55,Vandalismo,Praça Central,-23.452239480247144,-46.112350456013935,Tarde,Crítica,Resolvida,Vero laboriosam magnam eveniet blanditiis inventore voluptatem.,0
5f7dfebc-a406-4af6-b49c-6239afca5be1,2024-08-20 07:21:45,Aglomeração Suspeita,Parque Urbano,-23.368820559393484,-46.85266022100091,Manhã,Média,Resolvida,Est quis odio libero nobis.,1
485862bc-fd9f-40d1-8eb6-d2aa95fb93df,2024-10-31 08:52:17,Aglomeração Suspeita,Estação de Metrô,-23.310914096075358,-46.317020958044196,Noite,Média,Em Análise,Aspernatur fuga quibusdam quasi eveniet.,0
52932297-27e4-42b9-a40f-cecfd5f26952,2024-10-17 06:41:30,Outros,Praça Central,-23.936942888951652,-46.81078257802989,Tarde,Alta,Em Análise,Voluptas pariatur debitis consectetur ipsam suscipit.,0
1df9f08c-37db-477b-a852-b4f16dacebf8,2025-05-28 02:47:23,Outros,Praça Central,-23.874455778370056,-46.446698137022345,Tarde,Média,Reportada,Tenetur at minima exercitationem voluptates excepturi quaerat.,1
dc9cc60e-1724-4cd2-a3e5-b1f2dc7d48df,2024-10-06 22:21:09,Aglomeração Suspeita,Estação de Metrô,-23.87400294208571,-46.444895024135114,Tarde,Média,Em Análise,Pariatur sed quidem vel exercitationem veniam.,1
9b4d381f-32eb-4388-a6d8-1e8441e220a9,2024-07-30 23:39:08,Aglomeração Suspeita,Área Comercial,-23.99877298661106,-46.218344128328226,Madrugada,Média,Resolvida,Labore temporibus esse ullam.,0
b49ec108-bca4-4efc-a672-59273226dbfa,2024-09-28 04:08:13,Vandalismo,Bairro Residencial A,-23.988946546810954,-46.480062114207946,Noite,Média,Cancelada,Ex dolor praesentium numquam nesciunt sed.,0
683f51dd-49fb-4747-8da6-f4b36ff521e4,2025-04-02 10:19:44,Pichação,Bairro Residencial A,-23.503880769398652,-46.29377202697535,Noite,Alta,Em Análise,Aliquam dignissimos in deserunt neque.,0
77fbec4c-b592-4b95-8072-7252fc604953,2024-10-10 19:22:11,Barulho Excessivo,Área Comercial,-23.475104723651203,-46.36260896261201,Tarde,Crítica,Cancelada,Distinctio delectus odio veritatis quasi.,1
a366ca77-1fd5-41e4-a950-70df44ba3455,2025-04-14 18:22:27,Barulho Excessivo,Estação de Metrô,-23.751218019417124,-46.34723940453888,Noite,Alta,Resolvida,Architecto rerum magni itaque.,0
72ad343a-08b3-4a62-b03b-a1f48179de7a,2024-09-10 12:37:16,Lixo Acumulado,Bairro Residencial A,-23.393789767993837,-46.90111854675913,Madrugada,Baixa,Em Análise,Incidunt accusantium minus harum veritatis atque aspernatur.,1
409fb31e-3ac2-4297-9ca3-39244744c2e2,2025-04-13 12:54:12,Vandalismo,Praça Central,-23.410569863883183,-46.858146018488135,Madrugada,Média,Resolvida,A cumque fuga sit magni velit repudiandae.,0
339403a2-6fcc-428c-9387-6f33eff142a3,2025-01-11 14:26:11,Outros,Área Comercial,-23.447016117518185,-46.06846731822957,Tarde,Crítica,Cancelada,Ullam eius voluptates placeat magnam.,0
7b44cc5f-8a2d-48f9-aa69-e7de3f41ab52,2024-11-07 15:43:39,Outros,Área Comercial,-23.696789181767464,-46.62663406555067,Tarde,Baixa,Em Análise,Magni iste vitae ut officia veritatis alias.,1
7d432bad-d58b-4e22-80e4-5a3b2a2854a0,2024-12-18 03:05:00,Lixo Acumulado,Bairro Residencial B,-23.845363003861802,-46.572936722867915,Noite,Média,Reportada,Fugiat harum ullam nostrum hic qui.,0
9fd4435e-c909-422f-bf64-d3c74ef8507f,2025-03-15 09:10:09,Barulho Excessivo,Parque Urbano,-23.13011363563332,-46.70326933312472,Noite,Crítica,Reportada,Ullam quaerat officiis occaecati.,0
ed66c0bd-635e-49e1-957c-59d00ca79907,2025-01-23 08:51:03,Lixo Acumulado,Bairro Residencial B,-23.52304573582461,-46.08257611597114,Tarde,Média,Resolvida,In pariatur placeat ad.,0
03edaa59-e079-4cf3-9e5d-b0f84d678679,2024-10-07 11:02:14,Aglomeração Suspeita,Bairro Residencial A,-23.84736096966091,-46.72228893660499,Manhã,Média,Resolvida,Vel mollitia laboriosam labore expedita.,0
60e31607-f505-40db-8c7d-b73ec5a10dcd,2025-03-20 00:43:53,Vandalismo,Parque Urbano,-23.52427253987047,-46.33587710903953,Tarde,Alta,Em Análise,Tempora aut deleniti delectus.,1
5d05fd8e-55cc-43cc-96d7-e43c82e90577,2024-07-20 19:25:18,Barulho Excessivo,Estação de Metrô,-23.723873838974235,-46.32734781653318,Manhã,Média,Cancelada,Odio earum deserunt quis laborum et dolores.,0
fc32ee10-349c-4c52-86da-e66b06fc6d9f,2024-12-21 06:18:47,Aglomeração Suspeita,Bairro Residencial B,-23.600650586746852,-46.84873100262024,Madrugada,Média,Reportada,Repudiandae laboriosam voluptate perferendis quidem consequuntur.,1
483d868a-8cf4-4f5b-8379-8f69446f9f56,2024-07-14 00:23:02,Barulho Excessivo,Bairro Residencial B,-23.62057309347934,-46.85864136353149,Madrugada,Alta,Cancelada,Quidem autem sint aspernatur non excepturi tenetur laboriosam.,0
e3b02492-75c4-43d4-8039-e7161836b3fb,2025-03-25 11:28:52,Aglomeração Suspeita,Bairro Residencial B,-23.779873070526975,-46.50234456400893,Manhã,Baixa,Cancelada,Itaque vitae maxime molestias soluta facilis aliquam.,0
4c839926-24c9-4ab9-9356-7e58f085916c,2024-07-01 20:48:45,Pichação,Área Comercial,-23.35891951079268,-46.50158537053381,Noite,Baixa,Cancelada,Praesentium praesentium asperiores temporibus.,0
b60ceb03-94ff-4a82-b142-e40b546fa06d,2025-02-23 06:17:14,Pichação,Estação de Metrô,-23.88209707564841,-46.85613988705594,Noite,Alta,Reportada,Saepe animi error ut perferendis vero.,0
c088d582-84ce-4e94-bf82-8617a7a39224,2024-08-14 09:07:48,Vandalismo,Estação de Metrô,-23.982856095390826,-46.77158231098217,Madrugada,Média,Em Análise,In ut asperiores iure.,0
8eba7a24-476e-4dd3-b6e3-4645859be806,2024-12-13 10:53:49,Outros,Praça Central,-23.86245478689082,-46.55636797765606,Noite,Alta,Em Análise,Maiores suscipit fugit iure quo.,0
81886868-2e7d-4ffe-8cde-8eed7c7c7672,2024-09-30 20:25:20,Vandalismo,Bairro Residencial B,-23.610552128172703,-46.867223786154426,Tarde,Média,Em Análise,Neque odio ea vitae vero accusantium ipsa.,1
375115a6-8b2f-419a-838d-1333a4208453,2025-05-26 00:11:23,Pichação,Praça Central,-23.758351151751494,-46.68979254295428,Madrugada,Alta,Reportada,Eos maiores accusamus.,0
cdb76bc2-1855-4dc7-8470-1e3b823d2bf8,2024-07-06 14:34:01,Pichação,Área Comercial,-23.623733603136674,-46.550642870349016,Tarde,Crítica,Cancelada,Non beatae rerum provident libero consequatur ducimus.,0
519b414b-616c-41a4-a3c8-0ae16e5a4d56,2024-10-04 10:28:39,Barulho Excessivo,Área Comercial,-23.645031198963608,-46.048022196675106,Noite,Crítica,Resolvida,Molestias harum consequatur voluptates.,1
03ab5eab-343b-4f77-8654-dd032e4aafe6,2025-02-05 02:45:50,Vandalismo,Parque Urbano,-23.225419082243583,-46.44563142751006,Noite,Crítica,Cancelada,Omnis illum libero.,0
5cae6abd-8bfb-40f7-a4d1-bcfb5506acf4,2024-09-29 19:14:07,Aglomeração Suspeita,Bairro Residencial B,-23.94580744302872,-46.6635758203398,Tarde,Crítica,Cancelada,Ad velit sequi.,0
c804d73f-4d1d-419f-ad32-f6915aa7014a,2025-01-21 11:12:02,Pichação,Parque Urbano,-23.616036182254287,-46.15154791721101,Madrugada,Média,Reportada,Quidem ullam error praesentium itaque corporis eum similique.,0
e643ef80-f03e-472e-ab34-c7c30ba16968,2025-06-14 12:54:16,Outros,Bairro Residencial A,-23.832370876172433,-46.47680736264281,Manhã,Alta,Reportada,Eligendi reprehenderit similique exercitationem nobis qui.,1
9c6e9993-34ca-4fa2-8533-9819a3d633e3,2025-05-12 23:21:20,Outros,Estação de Metrô,-23.985657949870642,-46.99397839580487,Manhã,Média,Resolvida,Ea minus rerum saepe nisi perspiciatis.,0
bba298ba-8800-4332-9e83-ae172aa8b54d,2024-09-23 09:20:08,Vandalismo,Praça Central,-23.25937755316315,-46.148721384118105,Noite,Média,Resolvida,At cumque rem quas laboriosam blanditiis quaerat aut.,1
ae34a2c4-8a1f-474b-bd45-d6e5e7ee9a90,2025-06-08 13:11:00,Lixo Acumulado,Estação de Metrô,-23.85143723576066,-46.24379244957715,Manhã,Baixa,Resolvida,Voluptate quia quibusdam voluptatem velit.,0
f4a346a6-df5d-4653-8806-3c05ab1ff4c6,2025-03-14 07:49:10,Aglomeração Suspeita,Bairro Residencial A,-23.388895308589248,-46.43957795218744,Manhã,Baixa,Cancelada,Accusantium voluptatem consequatur numquam.,0
253aee4a-c1ba-423d-8322-087f95b6ec05,2024-07-05 19:40:33,Pichação,Praça Central,-23.5364548579039,-46.76330528850828,Manhã,Crítica,Reportada,Natus eos velit.,0
0e9b700b-3e8f-4d08-b703-0943c0da966d,2024-10-12 17:43:50,Vandalismo,Parque Urbano,-23.1748010830356,-46.25389574643199,Madrugada,Alta,Reportada,Quis natus accusamus itaque odio quidem.,0
3227f0fa-8c2c-4d30-a7e1-8e579ff5537f,2024-07-11 14:22:03,Vandalismo,Bairro Residencial B,-23.024370511267595,-46.272691284489675,Tarde,Baixa,Cancelada,Excepturi modi natus id commodi ut veritatis minima.,0
e8ac7071-63ad-4740-b05f-e800219186b8,2024-08-25 18:19:15,Vandalismo,Praça Central,-23.521519127570656,-46.70925497064008,Noite,Baixa,Reportada,Voluptate nulla maxime quibusdam recusandae ab.,0
7ba8ceea-721b-407f-9cf4-46ca52958a57,2025-05-01 06:17:24,Lixo Acumulado,Bairro Residencial A,-23.340503680926723,-46.696489182875894,Manhã,Média,Cancelada,Quam recusandae assumenda dolor.,0
0304bd79-2119-4624-98ee-3ca9927cc3a8,2024-11-22 14:29:35,Pichação,Bairro Residencial A,-23.712387075505518,-46.68902516940666,Tarde,Média,Resolvida,Ut quos sint nihil itaque.,1
67ea3805-de0f-4d0e-b9ba-aef61b1e03a4,2024-07-05 04:54:44,Vandalismo,Estação de Metrô,-23.292549233671647,-46.994442249009325,Manhã,Baixa,Reportada,Quo enim magnam expedita labore.,0
b96e5958-45f7-411c-917d-d09b81e3cc33,2025-03-30 23:09:45,Pichação,Bairro Residencial B,-23.52565286713433,-46.495962521681584,Tarde,Alta,Cancelada,Ipsa deserunt accusamus aliquam beatae accusamus recusandae doloremque.,0
fcc39e09-628b-449c-ad44-07493344470c,2024-11-20 20:32:00,Outros,Estação de Metrô,-23.66768579992804,-46.431257500220426,Tarde,Média,Reportada,Velit accusantium dolores dignissimos voluptates excepturi.,1
187fe9ed-0fc4-4a63-9e9c-0efd30e70f66,2024-12-26 09:43:52,Outros,Estação de Metrô,-23.895137806534734,-46.95201460896902,Tarde,Baixa,Em Análise,Fugiat voluptatem animi occaecati repellendus inventore.,0
1e719d44-ebb4-4d64-80cf-aba5cb82a2d7,2024-06-21 15:19:42,Vandalismo,Bairro Residencial A,-23.398578336470013,-46.83911469571335,Tarde,Crítica,Cancelada,Nemo earum animi.,0
af1c4ec9-f2ce-4afb-aa1e-76196e0ac507,2024-10-29 18:04:30,Vandalismo,Bairro Residencial B,-23.187835731644306,-46.1201428013778,Noite,Crítica,Resolvida,Cum beatae blanditiis quo.,0
05ebe867-7902-4f55-a023-a67ee780c337,2025-05-15 21:21:48,Aglomeração Suspeita,Estação de Metrô,-23.181432899434544,-46.8349060474744,Manhã,Baixa,Cancelada,Fugiat fugiat beatae nobis dolorum deleniti maxime quae.,0
05df10f9-afa9-4f3c-a992-c98ae6e64c36,2024-08-28 19:19:11,Outros,Praça Central,-23.210341971071752,-46.908554799702785,Manhã,Alta,Em Análise,Veritatis perferendis repudiandae ea laudantium ea.,0
c13fa4fc-8b54-4b66-a970-11a9c98dfab5,2025-05-14 21:28:32,Aglomeração Suspeita,Praça Central,-23.97669317380373,-46.60506690197034,Tarde,Crítica,Cancelada,Aspernatur ea recusandae culpa reiciendis at.,0
a675b22a-2e8a-4f63-bc8c-a557d89c2e4e,2024-07-31 07:13:06,Pichação,Parque Urbano,-23.89752585845279,-46.44134456101081,Tarde,Alta,Cancelada,Asperiores possimus laborum.,1
658d131d-d8dd-4f6c-badf-59647820b5dd,2024-12-04 22:01:53,Lixo Acumulado,Bairro Residencial A,-23.258335906843406,-46.83905266716902,Manhã,Média,Resolvida,Natus consequatur ullam eum sed.,1
bf55dcfd-7c75-4393-840b-d55dfe4566e3,2025-03-14 14:53:07,Aglomeração Suspeita,Praça Central,-23.24852198089345,-46.16646009023145,Madrugada,Crítica,Em Análise,Similique ullam perspiciatis doloremque voluptas quibusdam.,0
1ebfa451-120e-4c1f-8c18-092cdd9d72e3,2024-12-07 01:38:26,Pichação,Área Comercial,-23.18542506777099,-46.03157946618637,Tarde,Alta,Resolvida,Architecto laborum vel expedita hic omnis.,0
f8e35c92-800f-4d66-92e4-045d7e0f7366,2024-06-26 00:40:17,Pichação,Parque Urbano,-23.50544879382366,-46.11808191648826,Madrugada,Média,Reportada,Error ab tempore.,0
f24fd698-3887-4844-96d7-098213f0146f,2024-07-20 04:18:38,Vandalismo,Praça Central,-23.531195422880945,-46.5181850290774,Manhã,Crítica,Reportada,A reprehenderit reiciendis veritatis occaecati expedita necessitatibus.,0
db3a46cb-19aa-4fbe-b56e-34027a60d4a3,2024-09-27 23:44:50,Pichação,Estação de Metrô,-23.64421729542905,-46.997149253686835,Tarde,Crítica,Cancelada,Id enim repellat dolores neque atque dignissimos distinctio.,0
a6992c44-ab5c-4e53-be54-2d2a0d048d3d,2024-11-07 22:46:07,Pichação,Praça Central,-23.010409796840452,-46.84118747194432,Tarde,Crítica,Cancelada,Quas tenetur distinctio eum accusamus.,0
a4422887-f636-4f1c-809e-00614b2a8fe9,2024-10-01 08:53:46,Aglomeração Suspeita,Área Comercial,-23.240094642654867,-46.760002356187435,Manhã,Alta,Em Análise,Similique laborum ad commodi qui voluptatum.,1
d321910d-310b-4aab-98ab-7c44185abe2d,2025-03-25 10:46:01,Pichação,Área Comercial,-23.92372640729973,-46.37888657729552,Madrugada,Média,Em Análise,Assumenda quos accusamus recusandae libero.,1
45dc73cb-73f4-4564-86b8-b8f2db1f400d,2025-04-23 03:17:16,Vandalismo,Bairro Residencial A,-23.194540384645176,-46.7554345073238,Madrugada,Baixa,Reportada,Vel totam esse deleniti est.,1
6074816e-3c26-4f6e-a6ff-b83fff61447c,2024-09-20 11:57:59,Pichação,Bairro Residencial A,-23.75018978520335,-46.812629720992064,Madrugada,Média,Em Análise,Cumque adipisci assumenda quasi quisquam voluptas.,1
9035ee70-b26d-4928-a0d6-cf65da13faee,2025-05-29 02:19:09,Pichação,Bairro Residencial A,-23.801951599036332,-46.31324154165708,Noite,Baixa,Cancelada,Debitis eius harum et voluptas.,0
80ace0d0-4855-4b8c-a303-b684c744709b,2025-01-19 11:52:57,Outros,Área Comercial,-23.366116987254326,-46.65867795282499,Manhã,Alta,Resolvida,Quam placeat dolorum magni blanditiis quia.,1
b793bf61-62e1-4e00-8463-12bf4f359a5d,2024-12-04 09:49:09,Outros,Área Comercial,-23.74445786125347,-46.795631947328374,Manhã,Alta,Cancelada,Voluptatum magni nesciunt.,0
cdacb4e0-f933-48fa-997b-b38ebd006bc1,2024-12-22 23:14:04,Aglomeração Suspeita,Bairro Residencial B,-23.574472097780998,-46.641863641845354,Madrugada,Média,Em Análise,Accusamus doloribus quibusdam ut omnis.,0
3f47665f-f8f2-467a-bc81-8193ac3db8ac,2024-10-06 03:00:03,Pichação,Bairro Residencial B,-23.866070610411803,-46.02300141787692,Madrugada,Alta,Reportada,Repellendus exercitationem maxime dolorem.,0
d19fef92-c27d-40f2-b39b-31422a21c86c,2025-05-09 10:20:58,Pichação,Parque Urbano,-23.472350735620527,-46.950332708721575,Noite,Baixa,Reportada,Illum fugit cupiditate maxime ratione similique.,0
9785c246-c595-4381-9394-c74d9e3275b8,2024-12-18 03:34:38,Outros,Parque Urbano,-23.99396797060398,-46.89365315449665,Manhã,Crítica,Resolvida,Alias omnis nisi tempore maxime.,0
50c931ae-c7bb-4385-9c35-6e7d0ed9a01f,2025-06-14 19:26:45,Lixo Acumulado,Área Comercial,-23.532355673978042,-46.01843911276614,Manhã,Baixa,Em Análise,Aut facere possimus sequi optio nostrum amet.,1
3cfb3c1b-7bcb-485a-aae6-e44149b32dd2,2024-09-29 14:09:28,Pichação,Área Comercial,-23.77034319302805,-46.61426112982971,Madrugada,Crítica,Cancelada,Unde ducimus ea expedita eius ut nisi neque.,0
da01dffe-79ed-4adc-926e-59891f663c93,2025-04-01 01:27:05,Outros,Estação de Metrô,-23.923567549043167,-46.696799123730926,Madrugada,Baixa,Em Análise,Aut praesentium ea iusto beatae dolor.,0
e9a02d4a-d09a-4502-a8bb-d94bbbf1e3d8,2025-05-06 18:00:06,Barulho Excessivo,Bairro Residencial B,-23.672536542810146,-46.54039389181787,Noite,Crítica,Cancelada,Expedita veniam numquam doloremque.,1
543d65d2-0f03-45e2-b6ea-b5abab457b90,2024-07-31 08:58:08,Lixo Acumulado,Parque Urbano,-23.191689825661722,-46.52270980058015,Manhã,Baixa,Resolvida,Quis est eum quaerat dolores voluptates quas debitis.,0
32d80b5c-9f20-40bc-9ecf-baefee72e9b9,2024-09-18 08:12:37,Pichação,Parque Urbano,-23.14877894324545,-46.428395442083634,Manhã,Alta,Reportada,Laborum nemo vel quisquam quia.,0
e4938844-93fc-49bc-98cd-effe6c6ff6c8,2025-04-07 21:28:35,Outros,Bairro Residencial A,-23.773315904769163,-46.77893855788265,Madrugada,Baixa,Cancelada,Quod recusandae ut porro voluptates.,0
cc1ec296-6a44-47e6-aeae-dee98e65a27a,2025-01-04 12:05:57,Aglomeração Suspeita,Área Comercial,-23.476056003047084,-46.64446614756887,Manhã,Baixa,Cancelada,Sunt impedit voluptates quaerat suscipit iusto.,0
d503f672-0da9-4c0b-b608-c1565ddb936b,2025-04-11 10:54:25,Lixo Acumulado,Praça Central,-23.326537752748116,-46.221417169382036,Tarde,Média,Resolvida,Qui facilis deleniti quas molestias porro dolorem.,0
a7435c4b-e316-4b52-9953-b8e7d7dea516,2024-07-21 20:56:24,Pichação,Praça Central,-23.553124068309934,-46.23719741421204,Manhã,Alta,Em Análise,Hic fugiat error et soluta laborum sint dolores.,1
455062f8-ad26-4b12-b012-31aa85006fd1,2025-02-18 06:29:07,Aglomeração Suspeita,Parque Urbano,-23.72578649811748,-46.09918955299135,Noite,Baixa,Reportada,Non cupiditate dolores ut.,0
ca2665bc-def3-4597-8ae3-c06bf9fb284a,2024-12-08 15:38:56,Barulho Excessivo,Estação de Metrô,-23.117356359360972,-46.534387620801915,Noite,Crítica,Reportada,Alias consequatur laboriosam culpa unde id repudiandae officia.,0
53d7124b-191a-4650-a5bb-a0d50bc20450,2024-12-18 14:52:54,Vandalismo,Bairro Residencial B,-23.401869911166408,-46.98793299881015,Tarde,Baixa,Resolvida,Natus vero nobis velit adipisci assumenda minus.,0
11bfa0d0-48cb-493e-8dd7-c3dee7efa36a,2025-04-01 19:29:46,Aglomeração Suspeita,Parque Urbano,-23.262556368233913,-46.491698989662524,Tarde,Média,Resolvida,Dolore dolore provident non.,1
db769b1c-e25d-4435-9ae5-bdc4c5862e72,2024-09-26 02:26:43,Vandalismo,Bairro Residencial B,-23.236163016698203,-46.62310838963139,Tarde,Crítica,Cancelada,Sint ullam quisquam nihil nisi odit.,1
a35ca760-15b5-46f4-8c53-8ccfdec7fa42,2025-02-21 18:13:01,Aglomeração Suspeita,Praça Central,-23.961710441605106,-46.913118851763734,Manhã,Alta,Em Análise,Maiores pariatur rerum molestiae occaecati.,0
28efc45c-23d9-448a-800a-34b8643c27c5,2024-07-09 02:06:36,Aglomeração Suspeita,Bairro Residencial A,-23.50049455474468,-46.894840815553025,Manhã,Média,Reportada,Praesentium vero iusto corrupti expedita quisquam cum earum.,0
a48f31fa-9225-4720-9f11-e816c10df8c0,2025-03-03 06:52:59,Lixo Acumulado,Bairro Residencial B,-23.413436672866354,-46.117725854306165,Noite,Crítica,Resolvida,Provident excepturi perspiciatis natus accusantium non.,1
56bde9f1-a075-48a2-8a96-456be386f0b7,2024-06-21 03:57:55,Lixo Acumulado,Bairro Residencial A,-23.307091239788008,-46.49623130579906,Manhã,Alta,Cancelada,Amet consequuntur porro officia delectus dolore illum suscipit.,1
d5c08b26-1abe-45eb-a3e5-eacc06bd98d5,2025-01-06 10:34:41,Outros,Estação de Metrô,-23.547371808509087,-46.04038954984707,Madrugada,Crítica,Resolvida,Esse quis consectetur facere.,0
757d74f2-79c0-4255-b2e7-9afbfeba35f5,2025-01-19 11:44:36,Pichação,Área Comercial,-23.056100537105394,-46.809726423569956,Noite,Média,Resolvida,Eum quam magnam distinctio eveniet repellat optio.,1
4ee22d28-e96d-4533-9a98-a1189aebe0ec,2024-09-15 01:34:03,Pichação,Bairro Residencial B,-23.158534082552375,-46.44509177079261,Manhã,Baixa,Cancelada,A accusantium eaque impedit quia sapiente magnam.,1
05e43c22-e203-491b-93e6-d7c01b705654,2025-02-12 11:59:33,Aglomeração Suspeita,Praça Central,-23.16343143462587,-46.376841429344914,Madrugada,Crítica,Cancelada,Amet debitis ut officia nihil delectus pariatur.,0
03fa1d7f-3be5-4074-a022-737b4fc5fea8,2024-12-18 20:35:05,Aglomeração Suspeita,Bairro Residencial A,-23.208200264734145,-46.90138185320961,Manhã,Baixa,Cancelada,Corrupti voluptate quod reiciendis asperiores repellat.,1
bfac407e-102c-4de1-84eb-8911a15746d6,2024-08-12 16:18:55,Lixo Acumulado,Bairro Residencial B,-23.751836975196635,-46.28125111058327,Tarde,Crítica,Resolvida,Provident eius quas quod optio quia quibusdam.,1
8ac46e4e-e3bf-4d13-926b-13e33b88a413,2024-10-09 23:48:08,Pichação,Praça Central,-23.186071648619134,-46.32558690124838,Tarde,Alta,Cancelada,Voluptas dignissimos deserunt architecto optio dolorem.,0
173cc4f7-42a5-49ce-9af4-25c1a7d87541,2025-03-06 23:17:38,Lixo Acumulado,Parque Urbano,-23.038610811139552,-46.06840982588294,Noite,Crítica,Resolvida,Aliquid voluptatum atque repellat sint.,0
0842eafc-d047-4abc-8503-452989fbdee7,2025-03-03 01:06:33,Aglomeração Suspeita,Parque Urbano,-23.088633478194605,-46.480055573402126,Noite,Baixa,Reportada,Ea quis est.,1
5f69e862-f308-47a0-b6b3-b206d7410291,2024-12-08 23:29:19,Barulho Excessivo,Bairro Residencial B,-23.746191367829216,-46.13845334051637,Madrugada,Crítica,Resolvida,Ipsam id facilis.,0
25803be1-604f-4cd4-a96f-ce0fbe69ca13,2024-12-28 22:39:43,Outros,Bairro Residencial A,-23.455648321671866,-46.45362447779927,Tarde,Média,Resolvida,Reiciendis voluptatum voluptates consectetur illum amet.,0
79679b9e-a377-4ff7-901e-69a0ba763313,2025-02-04 14:17:17,Vandalismo,Praça Central,-23.818354509837924,-46.82544539051341,Manhã,Alta,Em Análise,Similique voluptatibus minima repellat iusto optio.,0
8cccbec2-b016-4b15-bd03-273a4a3ade00,2024-07-06 21:46:57,Pichação,Área Comercial,-23.546959201312593,-46.58357104561166,Madrugada,Alta,Reportada,Ratione assumenda illo et voluptate cum sunt.,0
fcfe2929-edfa-499c-8aed-ab1b245e663a,2024-08-02 15:06:44,Barulho Excessivo,Área Comercial,-23.449381771361008,-46.914229432231345,Tarde,Alta,Em Análise,Enim aliquid dolores saepe qui rem.,1
69561131-9b3b-4665-a68d-a387f6dbccef,2024-12-31 12:22:51,Aglomeração Suspeita,Praça Central,-23.216047568718036,-46.66708730671907,Madrugada,Alta,Reportada,Tempora magni laboriosam pariatur fugit harum.,0
b7489e53-7a9b-4fbe-97a0-44113a0dbfaf,2025-05-01 11:54:09,Vandalismo,Bairro Residencial B,-23.51308605973396,-46.46374823473842,Tarde,Alta,Cancelada,Eius harum quibusdam veritatis reiciendis debitis.,0
b02db86a-125b-4a5c-85be-1512bf54bd01,2024-07-05 17:08:46,Outros,Estação de Metrô,-23.178961331060925,-46.005434430441895,Madrugada,Média,Em Análise,Vel quae dignissimos sed laudantium vel.,0
3e46ef66-f809-4c35-af7a-1a1ea9b16944,2025-03-28 00:04:00,Pichação,Bairro Residencial B,-23.608695816476242,-46.79452207410245,Madrugada,Baixa,Reportada,Natus eveniet ipsum eos.,0
abf95557-1516-41e3-afa8-909a8d355535,2025-01-09 10:06:59,Aglomeração Suspeita,Bairro Residencial A,-23.10836307319066,-46.592047324792354,Tarde,Crítica,Reportada,Nihil accusantium consequuntur.,0
90d6f160-8cac-4e5a-a35a-b10fcdd44deb,2024-11-04 01:31:12,Pichação,Bairro Residencial B,-23.102984901831448,-46.504519364661924,Madrugada,Crítica,Em Análise,Tempore dolorem eligendi temporibus similique ullam.,0
2a5a940b-1f29-46e1-b85a-9b0c22fca293,2025-01-02 10:06:51,Aglomeração Suspeita,Estação de Metrô,-23.666977832347705,-46.938613790643714,Tarde,Baixa,Reportada,Facilis aliquid cupiditate expedita.,1
cab3ec20-94ae-4f9f-ae28-c6557ead51fe,2025-03-30 20:16:53,Outros,Bairro Residencial A,-23.15673270425318,-46.55775655812051,Noite,Crítica,Resolvida,Veritatis reprehenderit aut occaecati.,1
d4b11af0-cf8b-4795-86a4-52bb92aca389,2024-12-01 07:20:27,Outros,Estação de Metrô,-23.13464485709495,-46.67378118237673,Tarde,Alta,Reportada,Dignissimos id voluptate iste occaecati aperiam assumenda.,0
918b4d89-db1f-454e-a49a-7109743dd478,2025-02-21 01:58:30,Outros,Estação de Metrô,-23.22377037416706,-46.937319563692064,Tarde,Crítica,Reportada,Consequatur omnis optio temporibus delectus modi.,1
cf8f80ec-729f-4db1-9170-156d269d8ce8,2024-12-09 08:57:53,Lixo Acumulado,Bairro Residencial A,-23.209786629567553,-46.32241399795487,Madrugada,Baixa,Cancelada,Praesentium non deleniti ad ad quam aliquid sint.,0
8fdcf0db-46ff-449e-a563-4528481b3f91,2025-05-30 17:53:31,Lixo Acumulado,Área Comercial,-23.582577968571467,-46.685993370917714,Madrugada,Média,Resolvida,Eaque quae et officia.,1
29c4c50c-f89e-424e-aa11-7fc1b00f21ca,2025-03-20 21:03:17,Aglomeração Suspeita,Praça Central,-23.847867060848664,-46.56596886336525,Tarde,Crítica,Reportada,Tenetur quaerat culpa aliquam corrupti.,0
2e222fde-fef6-4826-9ea4-79cc7369be04,2025-05-29 17:52:23,Outros,Bairro Residencial B,-23.199354747629933,-46.14510666156636,Tarde,Média,Resolvida,Accusantium laborum animi quam provident voluptatem adipisci.,0
22c05093-aae2-44c0-b3f8-354c17a27b47,2025-01-26 15:04:48,Aglomeração Suspeita,Parque Urbano,-23.87365682282909,-46.76304136061904,Manhã,Média,Cancelada,Assumenda velit ex.,0
2cc3d670-90a3-4323-88e4-b1378c5d2a59,2025-06-06 14:18:32,Pichação,Parque Urbano,-23.67205379826595,-46.408778134218736,Tarde,Baixa,Resolvida,Vitae molestias odit nemo.,0
